width,target_depth,frozen_depth,rank,use_bias,activation,std,method,batch_size,n_epochs,lr,n_test,weight_decay,init_mode,exp,pretrained,pretrained_epochs,pretrained_lr,pretrained_level,tune_bias,last_layers,seed,rank_step
16,2,4,14,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,16,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,15,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,15,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,15,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,ours,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,15,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,15,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,14,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,ours,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,12,1,relu,0.25,ours,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,13,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,12,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,11,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,10,1,relu,0.25,ours,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,8,1,relu,0.25,ours,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,10,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,ours,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,7,1,relu,0.25,ours,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,9,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,8,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.0001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,5,1,relu,0.25,ours,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.01,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,6,1,relu,0.25,ours,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.01,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,7,1,relu,0.25,sgd,256,5000,0.001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.01,5000,0.001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,6,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.001,5000,0.001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.0001,5000,0.0001,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,3,1,relu,0.25,sgd,256,5000,0.001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
16,2,4,5,1,relu,0.25,sgd,256,5000,0.01,5000,0.0,default,fnn,0,1000,0.001,3,0,0,3,0
16,2,4,4,1,relu,0.25,sgd,256,5000,0.0001,5000,0.01,default,fnn,0,1000,0.001,3,1,0,3,0
